21
1.51567	13.29	3.45	1.21	72.74	0.56	8.57	0.0	0.0	1.0	
1.51909	13.89	3.53	1.32	71.81	0.51	8.78	0.11	0.0	1.0	
1.51797	12.74	3.48	1.35	72.96	0.64	8.68	0.0	0.0	1.0	
1.52213	14.21	3.82	0.47	71.77	0.11	9.57	0.0	0.0	1.0	
1.52213	14.21	3.82	0.47	71.77	0.11	9.57	0.0	0.0	1.0	
1.51793	12.79	3.5	1.12	73.03	0.64	8.77	0.0	0.0	1.0	
1.51755	12.71	3.42	1.2	73.2	0.59	8.64	0.0	0.0	1.0	
1.52739	11.02	0.0	0.75	73.08	0.0	14.96	0.0	0.0	2.0	
1.52777	12.64	0.0	0.67	72.02	0.06	14.4	0.0	0.0	2.0	
1.51892	13.46	3.83	1.26	72.55	0.57	8.21	0.0	0.14	2.0	
1.51847	13.1	3.97	1.19	72.44	0.6	8.43	0.0	0.0	2.0	
1.51846	13.41	3.89	1.33	72.38	0.51	8.28	0.0	0.0	2.0	
1.51829	13.24	3.9	1.41	72.33	0.55	8.31	0.0	0.1	2.0	
1.51708	13.72	3.68	1.81	72.06	0.64	7.88	0.0	0.0	2.0	
1.51776	13.53	3.41	1.52	72.04	0.58	8.79	0.0	0.0	3.0	
1.51316	13.02	0.0	3.04	70.48	6.21	6.96	0.0	0.0	5.0	
1.51916	14.15	0.0	2.09	72.74	0.0	10.88	0.0	0.0	6.0	
1.51969	14.56	0.0	0.56	73.48	0.0	11.22	0.0	0.0	6.0	
1.51115	17.38	0.0	0.34	75.41	0.0	6.65	0.0	0.0	6.0	
1.51617	14.95	0.0	2.27	73.3	0.0	8.71	0.67	0.0	7.0	
1.51732	14.95	0.0	1.8	72.99	0.0	8.61	1.55	0.0	7.0	
