21
1.52101	13.64	4.49	1.1	71.78	0.06	8.75	0.0	0.0	1.0	
1.51761	13.89	3.6	1.36	72.73	0.48	7.83	0.0	0.0	1.0	
1.51618	13.53	3.55	1.54	72.99	0.39	7.78	0.0	0.0	1.0	
1.51766	13.21	3.69	1.29	72.61	0.57	8.22	0.0	0.0	1.0	
1.51742	13.27	3.62	1.24	73.08	0.55	8.07	0.0	0.0	1.0	
1.51596	12.79	3.61	1.62	72.97	0.64	8.07	0.0	0.26	1.0	
1.51743	13.3	3.6	1.14	73.09	0.58	8.17	0.0	0.0	1.0	
1.51645	13.44	3.61	1.54	72.39	0.66	8.03	0.0	0.0	2.0	
1.51627	13.0	3.58	1.54	72.83	0.61	8.04	0.0	0.0	2.0	
1.51613	13.92	3.52	1.25	72.88	0.37	7.94	0.0	0.14	2.0	
1.5159	12.82	3.52	1.9	72.86	0.69	7.97	0.0	0.0	2.0	
1.51592	12.86	3.52	2.12	72.66	0.69	7.97	0.0	0.0	2.0	
1.51593	13.25	3.45	1.43	73.17	0.61	7.86	0.0	0.0	2.0	
1.51646	13.41	3.55	1.25	72.81	0.68	8.1	0.0	0.0	2.0	
1.5161	13.42	3.4	1.22	72.69	0.59	8.32	0.0	0.0	3.0	
1.52151	11.03	1.71	1.56	73.44	0.58	11.62	0.0	0.0	5.0	
1.51916	14.15	0.0	2.09	72.74	0.0	10.88	0.0	0.0	6.0	
1.51969	14.56	0.0	0.56	73.48	0.0	11.22	0.0	0.0	6.0	
1.51115	17.38	0.0	0.34	75.41	0.0	6.65	0.0	0.0	6.0	
1.51683	14.56	0.0	1.98	73.29	0.0	8.52	1.57	0.07	7.0	
1.51545	14.14	0.0	2.68	73.39	0.08	9.07	0.61	0.05	7.0	
