21
1.51966	14.77	3.75	0.29	72.02	0.03	9.0	0.0	0.0	1.0	
1.51736	12.78	3.62	1.29	72.79	0.59	8.7	0.0	0.0	1.0	
1.51751	12.81	3.57	1.35	73.02	0.62	8.59	0.0	0.0	1.0	
1.5172	13.38	3.5	1.15	72.85	0.5	8.43	0.0	0.0	1.0	
1.51764	12.98	3.54	1.21	73.0	0.65	8.53	0.0	0.0	1.0	
1.51793	13.21	3.48	1.41	72.64	0.59	8.43	0.0	0.0	1.0	
1.51721	12.87	3.48	1.33	73.04	0.56	8.43	0.0	0.0	1.0	
1.51743	12.2	3.25	1.16	73.55	0.62	8.9	0.0	0.24	2.0	
1.51689	12.67	2.88	1.71	73.21	0.73	8.54	0.0	0.0	2.0	
1.51811	12.96	2.96	1.43	72.92	0.6	8.79	0.14	0.0	2.0	
1.51655	12.75	2.85	1.44	73.27	0.57	8.79	0.11	0.22	2.0	
1.5173	12.35	2.72	1.63	72.87	0.7	9.23	0.0	0.0	2.0	
1.5182	12.62	2.76	0.83	73.81	0.35	9.42	0.0	0.2	2.0	
1.52725	13.8	3.15	0.66	70.57	0.08	11.64	0.0	0.0	2.0	
1.51655	13.41	3.39	1.28	72.64	0.52	8.65	0.0	0.0	3.0	
1.51994	13.27	0.0	1.76	73.03	0.47	11.32	0.0	0.0	5.0	
1.51916	14.15	0.0	2.09	72.74	0.0	10.88	0.0	0.0	6.0	
1.51969	14.56	0.0	0.56	73.48	0.0	11.22	0.0	0.0	6.0	
1.51115	17.38	0.0	0.34	75.41	0.0	6.65	0.0	0.0	6.0	
1.51508	15.15	0.0	2.25	73.5	0.0	8.34	0.63	0.0	7.0	
1.51653	11.95	0.0	1.19	75.18	2.7	8.93	0.0	0.0	7.0	
