21
1.51779	13.21	3.39	1.33	72.76	0.59	8.59	0.0	0.0	1.0	
1.5221	13.73	3.84	0.72	71.76	0.17	9.74	0.0	0.0	1.0	
1.51786	12.73	3.43	1.19	72.95	0.62	8.76	0.0	0.3	1.0	
1.519	13.49	3.48	1.35	71.95	0.55	9.0	0.0	0.0	1.0	
1.51869	13.19	3.37	1.18	72.72	0.57	8.83	0.0	0.16	1.0	
1.52667	13.99	3.7	0.71	71.57	0.02	9.82	0.0	0.1	1.0	
1.52223	13.21	3.77	0.79	71.99	0.13	10.02	0.0	0.0	1.0	
1.51673	13.3	3.64	1.53	72.53	0.65	8.03	0.0	0.29	2.0	
1.51652	13.56	3.57	1.47	72.45	0.64	7.96	0.0	0.0	2.0	
1.51844	13.25	3.76	1.32	72.4	0.58	8.42	0.0	0.0	2.0	
1.51663	12.93	3.54	1.62	72.96	0.64	8.03	0.0	0.21	2.0	
1.51687	13.23	3.54	1.48	72.84	0.56	8.1	0.0	0.0	2.0	
1.51707	13.48	3.48	1.71	72.52	0.62	7.99	0.0	0.0	2.0	
1.52177	13.2	3.68	1.15	72.75	0.54	8.52	0.0	0.0	2.0	
1.51796	13.5	3.36	1.63	71.94	0.57	8.81	0.0	0.09	3.0	
1.51321	13.0	0.0	3.02	70.7	6.21	6.93	0.0	0.0	5.0	
1.51916	14.15	0.0	2.09	72.74	0.0	10.88	0.0	0.0	6.0	
1.51969	14.56	0.0	0.56	73.48	0.0	11.22	0.0	0.0	6.0	
1.51115	17.38	0.0	0.34	75.41	0.0	6.65	0.0	0.0	6.0	
1.51645	14.94	0.0	1.87	73.11	0.0	8.67	1.38	0.0	7.0	
1.51831	14.39	0.0	1.82	72.86	1.41	6.47	2.88	0.0	7.0	
