21
1.51763	12.61	3.59	1.31	73.29	0.58	8.5	0.0	0.0	1.0	
1.51761	12.81	3.54	1.23	73.24	0.58	8.39	0.0	0.0	1.0	
1.51784	12.68	3.67	1.16	73.11	0.61	8.7	0.0	0.0	1.0	
1.52196	14.36	3.85	0.89	71.36	0.15	9.15	0.0	0.0	1.0	
1.51911	13.9	3.73	1.18	72.12	0.06	8.89	0.0	0.0	1.0	
1.51735	13.02	3.54	1.69	72.73	0.54	8.44	0.0	0.07	1.0	
1.5175	12.82	3.55	1.49	72.75	0.54	8.52	0.0	0.19	1.0	
1.51841	12.93	3.74	1.11	72.28	0.64	8.96	0.0	0.22	2.0	
1.51605	12.9	3.44	1.45	73.06	0.44	8.27	0.0	0.0	2.0	
1.51588	13.12	3.41	1.58	73.26	0.07	8.39	0.0	0.19	2.0	
1.5159	13.24	3.34	1.47	73.1	0.39	8.22	0.0	0.0	2.0	
1.51629	12.71	3.33	1.49	73.28	0.67	8.24	0.0	0.0	2.0	
1.5186	13.36	3.43	1.43	72.26	0.51	8.6	0.0	0.0	2.0	
1.51841	13.02	3.62	1.06	72.34	0.64	9.13	0.0	0.15	2.0	
1.51646	13.04	3.4	1.26	73.01	0.52	8.58	0.0	0.0	3.0	
1.51666	12.86	0.0	1.83	73.88	0.97	10.17	0.0	0.0	5.0	
1.51916	14.15	0.0	2.09	72.74	0.0	10.88	0.0	0.0	6.0	
1.51969	14.56	0.0	0.56	73.48	0.0	11.22	0.0	0.0	6.0	
1.51115	17.38	0.0	0.34	75.41	0.0	6.65	0.0	0.0	6.0	
1.51531	14.38	0.0	2.66	73.1	0.04	9.08	0.64	0.0	7.0	
1.51609	15.01	0.0	2.51	73.05	0.05	8.83	0.53	0.0	7.0	
