21
1.51768	12.56	3.52	1.43	73.15	0.57	8.54	0.0	0.0	1.0	
1.51784	13.08	3.49	1.28	72.86	0.6	8.49	0.0	0.0	1.0	
1.51768	12.65	3.56	1.3	73.08	0.61	8.69	0.0	0.14	1.0	
1.51747	12.84	3.5	1.14	73.27	0.56	8.55	0.0	0.0	1.0	
1.51775	12.85	3.48	1.23	72.97	0.61	8.56	0.09	0.22	1.0	
1.51753	12.57	3.47	1.38	73.39	0.6	8.55	0.0	0.06	1.0	
1.51783	12.69	3.54	1.34	72.95	0.57	8.75	0.0	0.0	1.0	
1.5241	13.83	2.9	1.17	71.15	0.08	10.79	0.0	0.0	2.0	
1.52475	11.45	0.0	1.88	72.19	0.81	13.24	0.0	0.34	2.0	
1.53125	10.73	0.0	2.1	69.81	0.58	13.3	3.15	0.28	2.0	
1.53393	12.3	0.0	1.0	70.16	0.12	16.19	0.0	0.24	2.0	
1.52222	14.43	0.0	1.0	72.67	0.1	11.52	0.0	0.08	2.0	
1.51818	13.72	0.0	0.56	74.45	0.0	10.99	0.0	0.0	2.0	
1.52664	11.23	0.0	0.77	73.21	0.0	14.68	0.0	0.0	2.0	
1.52121	14.03	3.76	0.58	71.79	0.11	9.65	0.0	0.0	3.0	
1.52369	13.44	0.0	1.58	72.22	0.32	12.24	0.0	0.0	5.0	
1.51916	14.15	0.0	2.09	72.74	0.0	10.88	0.0	0.0	6.0	
1.51969	14.56	0.0	0.56	73.48	0.0	11.22	0.0	0.0	6.0	
1.51115	17.38	0.0	0.34	75.41	0.0	6.65	0.0	0.0	6.0	
1.51514	14.85	0.0	2.42	73.72	0.0	8.39	0.56	0.0	7.0	
1.51658	14.8	0.0	1.99	73.11	0.0	8.28	1.71	0.0	7.0	
