21
1.51215	12.99	3.47	1.12	72.98	0.62	8.35	0.0	0.31	1.0	
1.51824	12.87	3.48	1.29	72.95	0.6	8.43	0.0	0.0	1.0	
1.51754	13.48	3.74	1.17	72.99	0.59	8.03	0.0	0.0	1.0	
1.51754	13.39	3.66	1.19	72.79	0.57	8.27	0.0	0.11	1.0	
1.51905	13.6	3.62	1.11	72.64	0.14	8.76	0.0	0.0	1.0	
1.51977	13.81	3.58	1.32	71.72	0.12	8.67	0.69	0.0	1.0	
1.52172	13.51	3.86	0.88	71.79	0.23	9.54	0.0	0.11	1.0	
1.51813	13.43	3.98	1.18	72.49	0.58	8.15	0.0	0.0	2.0	
1.518	13.71	3.93	1.54	71.81	0.54	8.21	0.0	0.15	2.0	
1.51811	13.33	3.85	1.25	72.78	0.52	8.12	0.0	0.0	2.0	
1.51789	13.19	3.9	1.3	72.33	0.55	8.44	0.0	0.28	2.0	
1.51806	13.0	3.8	1.08	73.07	0.56	8.38	0.0	0.12	2.0	
1.51711	12.89	3.62	1.57	72.96	0.61	8.11	0.0	0.0	2.0	
1.51674	12.79	3.52	1.54	73.36	0.66	7.9	0.0	0.0	2.0	
1.51934	13.64	3.54	0.75	72.65	0.16	8.89	0.15	0.24	3.0	
1.52058	12.85	1.61	2.17	72.18	0.76	9.7	0.24	0.51	5.0	
1.51916	14.15	0.0	2.09	72.74	0.0	10.88	0.0	0.0	6.0	
1.51969	14.56	0.0	0.56	73.48	0.0	11.22	0.0	0.0	6.0	
1.51115	17.38	0.0	0.34	75.41	0.0	6.65	0.0	0.0	6.0	
1.51685	14.92	0.0	1.99	73.06	0.0	8.4	1.59	0.0	7.0	
1.52065	14.36	0.0	2.02	73.42	0.0	8.44	1.64	0.0	7.0	
